"UniqueID","Ten Co So Y Te","So Dien Thoai","Dia Chi","Hour","Rating","Gioi Thieu","Dich Vu","Bac Si","Chuyen Khoa","Loai Co So","Hinh Anh",
"H14688","Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa khu vực Đầm Dơi","0290 3858 011","Khóm V, Đầm Dơi, Đầm Dơi, Cà Mau","","","","","","K01","T05","H14688.jpg",
"H14689","Khoa Xét nghiệm - Chuẩn đoán hình ảnh - Bệnh viện Đa khoa khu vực Yên Minh","096 527 17 17","Tổ 6, Yên Minh, Yên Minh, Hà Giang","","","","","","K01, K39","T05","H14689.jpg",
"H14690","Khoa Hồi sức tích cực - Chống độc - Bệnh viện Đa khoa khu vực Yên Minh","096 527 17 17","Tổ 6, Yên Minh, Yên Minh, Hà Giang","","","","","","K14, K10","T05","H14690.jpg",
"H14691","Khoa Lao - Bệnh viện Đa khoa khu vực Hồng Ngự","0277 3837 364","Trần Phú, An Lộc, Hồng Ngự, Đồng Tháp","","","","","","K13, K36","T05","H14691.jpg",
"H14692","Khoa Khám bệnh - Bệnh viện Tâm thần tỉnh Thanh Hóa","0237 3954 430","217 Hải Thượng Lãn Ông, Quảng Thắng, Hậu Lộc, Thanh Hóa","","","","","","K16, K28","T05","H14692.jpg",
"H14693","Khoa Tai Mũi Họng - Bệnh viện Trẻ em Hải Phòng","","285 Trường Chinh, Lãm Hà, Kiến An, Hải Phòng","","","","","","K26, K21","T05","H14693.jpg",
"H14694","Khoa Chấn thương chỉnh hình (B1) - Viện Y học Hải quân","","13 Phạm Văn Đồng, Anh Dũng, Dương Kinh, Hải Phòng","","","","","","K02","T05","H14694.jpg",
"H14695","Khoa Gây mê hồi sức - Bệnh viện Đa khoa Đức Minh","0219 3887 877","8A Nguyễn Thái Học, tổ 16, Minh Khai, Hà Giang, Hà Giang","Thứ Hai - Chủ Nhật: 07:00 - 19:00","","","","","K10","T05","H14695.jpg",
"H14696","Khoa Xét nghiệm - Bệnh viện Huyện Nghi Lộc","0238 3861 643","Xóm 8, Nghi Thịnh, Nghi Lộc, Nghệ An","","","","","","K39","T05","H14696.jpg",
"H14697","Khoa Cấp cứu - Bệnh viện Đa khoa huyện Cẩm Mỹ","0251 3878 488","Đường huyện 10, ấp Suối Cả, Long Giao, Cẩm Mỹ, Đồng Nai","","","","","","K14","T05","H14697.jpg",
"H14698","Khoa Vật lý trị liệu - Bệnh viện C Thái Nguyên","0280 3862 224","595 Trần Hưng Đạo, Phố Cò, Sông Công, Thái Nguyên","","","","","","K38","T05","H14698.jpg",
"H14699","Khoa Hồi sức tích cực và Chống độc - Bệnh viện Đa khoa thị xã Sa Đéc","0277 3770 263","153 Nguyễn Sinh Sắc, 2, Sa Đéc, Đồng Tháp","","","","","","K14","T05","H14699.jpg",
"H14700","Khoa Hồi sức cấp cứu - Bệnh viện C Thái nguyên","0280 3862 224","595 Trần Hưng Đạo, Phố Cò, Sông Công, Thái Nguyên","","","","","","K14","T05","H14700.jpg",
"H14701","Khoa Nội - Nội tiết - Bệnh viện C Thái Nguyên","0280 3862 224","595 Trần Hưng Đạo, Phố Cò, Sông Công, Thái Nguyên","","","","","","K23","T05","H14701.jpg",
"H14702","Khoa Đông y - Bệnh viện Đa khoa tỉnh Hà Nam","0226 3851 228","Trường Chinh, Minh Khai, Phủ Lý, Hà Nam","","","","","","K40","T05","H14702.jpg",
"H14703","Khoa Nội Tiêu hóa - Bệnh viện Đa khoa tỉnh Vĩnh Long","0270 3823 520","301 Trần phú, 4, Vĩnh Long, Vĩnh Long","","","","","","","T05","H14703.jpg",
"H14704","Khoa Kiểm soát nhiễm khuẩn - Bệnh viện Đa khoa quận Thốt Nốt","0292 3851 203","Quốc lộ 91, Thốt Nốt, Thốt Nốt, Cần Thơ","","","","","","K17","T05","H14704.jpg",
"H14705","Khoa Ngoại - Bệnh viện Đa khoa Dầu Giây","0251 3767 474","Bàu hàm II, Quang Trung, Thống Nhất, Đồng Nai","","","","","","","T05","H14705.jpg",
"H14706","Khoa Phụ sản - Bệnh viện Đa khoa Huyện Yên Thủy","0237 3888 999","Khu 8, Hàng Trạm, Yên Thủy, Hòa Bình","Thứ Sáu: 13:30 - 17:00
Thứ Hai, Thứ Ba, Thứ Tư, Thứ Bảy, Chủ Nhật: 13:30 - 17:00 , 07:30 - 12:00
Thứ Năm: 13:30 - 17:00 , 07:30 - 12:00 , 07:30 - 12:00","","","","","K25","T05","H14706.jpg",
"H14707","Khoa Dược - Cận lâm sàng - Bệnh viện Đa khoa huyện Yên Thủy","0237 3888 999","Khu 8, Hàng Trạm, Yên Thủy, Hòa Bình","Thứ Hai - Chủ Nhật: 13:30 - 17:00 , 07:00 - 12:00","","","","","K09","T05","H14707.jpg",
"H14708","Khoa Dược và Hiệu thuốc - Bệnh viện Y học cổ truyền Bắc Ninh","02413820994","Thanh Phương, Vũ Ninh, Bắc Ninh, Bắc Ninh","","","","","","K09","T05","H14708.jpg",
"H14709","Khoa Y học cổ truyền - Bệnh viện Đa khoa huyện Cẩm Khê","096 462 14 14","Khu 13, Sông Thao, Cẩm Khê, Phú Thọ","","","","","","K40","T05","H14709.jpg",
"H14710","Khoa Dược - Bệnh viện Đa khoa huyện Cẩm Khê","096 462 14 14","Khu 13, Sông Thao, Cẩm Khê, Phú Thọ","","","","","","K09","T05","H14710.jpg",
"H14711","Khoa Khám bệnh - Bệnh viện Đa khoa huyện Cẩm Khê","096 462 14 14","Khu 13, Sông Thao, Cẩm Khê, Phú Thọ","","","","","","K16","T05","H14711.jpg",
"H14712","Khoa Hồi sức Cấp cứu - Trung tâm Y khoa Nhân Sinh","0282 2424 949","178-180 Phan Huy Ích, 12, Gò Vấp, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:00 - 20:00","","","","","K14","T05","H14712.jpg",
"H14713","Khoa Phẫu thuật - Gây mê hồi sức - Bệnh viện Đa khoa thị xã Sa Đéc","0277 3770 263","153 Nguyễn Sinh Sắc, 2, Sa Đéc, Đồng Tháp","","","","","","K10","T05","H14713.jpg",
"H14714","Khoa Dinh dưỡng - Bệnh viện Đa khoa huyện Châu Thành","0277 3840 138","164 tỉnh lộ 854 Phú Bình, Cái Tàu Hạ, Châu Thành, Đồng Tháp","","","","","","K08","T05","H14714.jpg",
"H14715","Khoa Xét nghiệm - Bệnh viện Đa khoa thị xã Sa Đéc","0277 3770 263","153 Nguyễn Sinh Sắc, 2, Sa Đéc, Đồng Tháp","","","","","","K39","T05","H14715.jpg",
"H14716","Khoa Nội Tim mạch - Bệnh viện Đa khoa thị xã Sa Đéc","0277 3770 263","153 Nguyễn Sinh Sắc, 2, Sa Đéc, Đồng Tháp","","","","","","","T05","H14716.jpg",
"H14717","Khoa Sản - Bệnh viện Đa khoa huyện Yên Định","0237 3869 206","Tân Ngữ, Định Long, Yên Định, Thanh Hóa","","","","","","K40","T05","H14717.jpg",
"H14718","Khoa Khám bệnh - Trung tâm Y tế huyện Trảng Bom","0251 3677 585","Khu phố 3, Trảng Bom, Trảng Bom, Đồng Nai","","","","","","K16","T05","H14718.jpg",
"H14719","Khoa Mắt - Bệnh viện Đa khoa Bắc Kạn","","Tổ 10, Nguyễn Thị Minh Khai, Bắc Kạn, Bắc Kạn","","","","","DC000013","K20","T05","",
"H14720","Khoa Khám bệnh - Bệnh viện Đa khoa Bắc Kạn","","Tổ 10, Nguyễn Thị Minh Khai, Bắc Kạn, Bắc Kạn","","","","","DC000014","K16","T05","",
"H14721","Khoa Dược - Bệnh viện Kiến An","0225 3876 213","35 Trần Tất Văn, Phú Liễn, Kiến An, Hải Phòng","","","","","","K09","T05","H14721.jpg",
"H14722","Khoa Nội Tổng quát - Bệnh viện Đa khoa tỉnh Kiên Giang","0297 3863 328","46 Lê Lợi, Vĩnh Thanh Vân, Rạch Giá, Kiên Giang","","","","","","","T05","",
"H14723","Khoa Lao và Bệnh phổi - Bệnh viện Đa khoa Bắc Kạn","","Tổ 10, Nguyễn Thị Minh Khai, Bắc Kạn, Bắc Kạn","","","","","DC000015","K13, K36","T05","",
"H14724","Khoa Ngoại Tổng hợp - Bệnh viện Y học cổ truyền tỉnh Bình Thuận","0252 3821 491","Lô 2A, Võ Văn Kiệt, khu dân cư Hùng Vương, Phú Thủy, Phan Thiết, Bình Thuận","","","","","",", K40","T05","",
"H14725","Khoa Nội - Bệnh viện Đa khoa Thành An Sài Gòn","0238 8696 968","54 Lý Thường Kiệt, Lê Lợi, Vinh, Nghệ An","Thứ Hai - Chủ Nhật: 00:00 - 23:59","","","","","","T05","",
"H14726","Khoa Cận lâm sàng - Bệnh viện Đa khoa thành phố Pleiku","0269 3824 409","02 Trần Quốc Toản, Yên Đỗ, Pleiku, Gia Lai","","","Khoa Cận lâm sàng là khoa chuyên môn kỹ thuật (bao gồm hai bộ phận: Xét nghiệm và Chẩn đoán hình ảnh) chịu sự lãnh đạo trực tiếp của giám đốc bệnh viện và chịu trách nhiệm trước giám đốc về tổ chức thực hiện công tác cấp cứu, khám chữa bệnh tại khoa. Có các nhiệm vụ sau: Căn cứ kế hoạch bệnh viện, xây dựng kế hoạch hoạt động của khoa để trình giám đốc bệnh viện phê duyệt và tổ chức thực hiện; tổ chức thực hiện tốt nhiệm vụ của khoa, quy chế bệnh viện; quy trình chăm sóc người bệnh, quy chế quản lý và sử dụng vật tư, thiết bị y tế, các trang bị thông dụng và việc thực hiện vệ sinh bảo hộ lao động; thực hiện tốt các quy định về y đức; tổ chức tiếp đón người bệnh đến khám bệnh, hướng dẫn bệnh nhân lấy bệnh phẩm đồng thời tiếp nhận, kiểm tra chất lượng mẫu bệnh phẩm, những trường hợp khó phải báo cáo ngay giám đốc bệnh viện, xin ý kiến giải quyết; thực hiện đúng quy trình kỹ thuật các dịch vụ, đảm bảo chính xác, trung thực; tổ chức tốt công tác hành chính trong khoa; đảm bảo chất lượng công tác cập nhật số liệu, tài liệu, sổ sách phải được lưu trữ theo quy định; tham gia giảng dạy, hướng dẫn học viên đến thực tập tại khoa và các lớp học do giám đốc phân công; làm nghiên cứu khoa học, sơ kết, tổng kết, rút kinh nghiệm công tác chuyên môn và quản lý; tham gia công tác y học dự phòng, chăm sóc sức khỏe ban đầu và chỉ đạo tuyến dưới; thực hiện công tác truyền thông giáo dục sức khoẻ cho người bệnh tại khoa.","","","K01, K39","T05","",
"H14727","Khoa Nội Tim mạch - Hô hấp - Bệnh viện Đa khoa huyện Thủy Nguyên","0225 3642 002","Thủy Sơn, Thủy Nguyên, Hải Phòng","","","","","DC000016",", K13","T05","",
"H14728","Khoa Ngoại Chấn thương - Bệnh viện Đa khoa Bắc Kạn","","Tổ 10, Nguyễn Thị Minh Khai, Bắc Kạn, Bắc Kạn","","","","","DC000017",", K02","T05","",
"H14729","Khoa Dinh dưỡng - Bệnh viện Đa khoa tỉnh Nam Định","0228 3868 171","2 Trần Quốc Toản, Ngô Quyền, Nam Định, Nam Định","","","","","","K08","T05","",
"H14730","Khoa Huyết học miễn dịch lâm sàng - Bệnh viện Hữu Nghị Việt Tiệp Hải Phòng","0225 3700 436","1 Nhà Thương , Cát Dài, Lê Chân, Hải Phòng","","","","","","K15","T05","",
"H14731","Khoa Cấp cứu - Bệnh viện Đa khoa tỉnh Bắc Giang","0240 3854 259","Lê Lợi , Bắc Giang, Bắc Giang, Bắc Giang","","","","","","K14","T05","H14731.jpg",
"H14732","Khoa Nội - Bệnh viện Đa khoa huyện Hạ Lang","026 3830 206","86, Thanh Nhật, Hạ Lang, Cao Bằng","","","","","",", K23, K22","T05","",
"H14733","Khoa Dược - Bệnh viện Hoàng Viết Thắng","0234 3931 122","187 Điện Biên Phủ, Tràng An, Thừa Thiên - Huế","","","","","","K09","T05","H14733.jpg",
"H14734","Khoa Khám bệnh - Bệnh viện Đa khoa Trung ương Quảng Nam","0235 3870 390","Tam Hiệp, Tam Hiệp, Núi Thành, Quảng Nam","","","","","","K16","T05","H14734.jpg",
"H14735","Khoa Y học cổ truyền - Bệnh viện Đa khoa huyện Sa Pa","0203871116","Tổ 1, Thị trấn Sapa, Sa Pa, Sa Pa, Lào Cai","","","","","","K40","T05","H14735.jpg",
"H14736","Khoa Nam II - Bệnh viện Tâm thần tỉnh Thanh Hóa","0237 3954 430","217 Hải Thượng Lãn Ông, Quảng Thắng, Hậu Lộc, Thanh Hóa","","","","","","K19","T05","H14736.jpg",
"H14737","Khoa Nhi - Bệnh viện Đa khoa huyện Cẩm Mỹ","0251 3878 488","Đường huyện 10, ấp Suối Cả, Long Giao, Cẩm Mỹ, Đồng Nai","","","","","","K21","T05","H14737.jpg",
"H14738","Khoa Nhi - Bệnh viện Đa khoa huyện Yên Định","0237 3869 206","Tân Ngữ, Định Long, Yên Định, Thanh Hóa","","","","","","K21","T05","H14738.jpg",
"H14739","Khoa Truyền nhiễm - Bệnh viện Đa khoa khu vực Yên Minh","096 527 17 17","Tổ 6, Yên Minh, Yên Minh, Hà Giang","","","","","","K36","T05","H14739.jpg",
"H14740","Khoa Khám bệnh - Bệnh viện Đa khoa thị xã Sa Đéc","0277 3770 263","153 Nguyễn Sinh Sắc, 2, Sa Đéc, Đồng Tháp","","","","","","K16","T05","H14740.jpg",
"H14741","Khoa Y học cổ truyền - Bệnh viện C Thái nguyên","0280 3862 224","595 Trần Hưng Đạo, Phố Cò, Sông Công, Thái Nguyên","","","","","","K40","T05","H14741.jpg",
"H14742","Khoa Huyết học - Bệnh viện C Thái nguyên","0280 3862 224","595 Trần Hưng Đạo, Phố Cò, Sông Công, Thái Nguyên","","","","","","K15","T05","H14742.jpg",
"H14743","Khoa Dược - Bệnh viện Đa khoa quận Thốt Nốt","0292 3851 203","Quốc lộ 91, Thốt Nốt, Thốt Nốt, Cần Thơ","","","","","","K09","T05","H14743.jpg",
"H14744","Khoa C8 - Bệnh viện Quân y 4","0238 3571 667","Lê Viết Thuật, Hưng Lộc, Vinh, Nghệ An","","","","","","K16","T05","H14744.jpg",
"H14745","Khoa Y học cổ truyền - Bệnh Viện Đa Khoa Đông Âu","0238 3847 799","98 Mai Lão Bạng, Nghi Phú, Vinh, Nghệ An","","","","","","K40","T05","H14745.jpg",
"H14746","Khoa Cận lâm sàng - Bệnh viện Đa khoa Đông Âu","0238 3847 799","98 Mai Lão Bạng, Nghi Phú, Vinh, Nghệ An","","","","","","K16","T05","H14746.jpg",
"H14747","Khoa Nội Tổng hợp - Bệnh viện Đa khoa huyện Cẩm Mỹ","0251 3878 488","Đường huyện 10, ấp Suối Cả, Long Giao, Cẩm Mỹ, Đồng Nai","","","","","","","T05","H14747.jpg",
"H14748","Khoa Dược - Bệnh viện Huyện Nghi Lộc","0238 3861 643","Xóm 8, Nghi Thịnh, Nghi Lộc, Nghệ An","","","","","","K09","T05","H14748.jpg",
"H14749","Khoa Hồi sức cấp cứu - Bệnh viện Đa khoa Dầu Giây","0251 3767 474","Bàu hàm II, Quang Trung, Thống Nhất, Đồng Nai","","","","","","K14","T05","H14749.jpg",
"H14750","Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa khu vực Hồng Ngự","0277 3837 364","Trần Phú, An Lộc, Hồng Ngự, Đồng Tháp","","","","","","K01","T05","H14750.jpg",
"H14751","Khoa Phẫu thuật - Bệnh viện Đa khoa tỉnh Hà Giang","0219 3886 411","11 tổ 10, Minh Khai, Hà Giang, Hà Giang","Luôn mở cửa","","","","","K14","T05","H14751.jpg",
"H14752","Khoa Nhi - Trung tâm Y khoa Nhân Sinh","0282 2424 949","178-180 Phan Huy Ích, 12, Gò Vấp, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:00 - 20:00","","","","","K21","T05","H14752.jpg",
"H14753","Khoa Khám bệnh - Bệnh viện Đa khoa Vĩnh Đức","0235 3767 555","Thôn 8A, Điện Nam Trung, Điện Bàn, Quảng Nam","Luôn mở cửa","","","","","K16","T05","H14753.jpg",
"H14754","Khoa Xét nghiệm - Bệnh viện Đa khoa huyện Yên Định","0237 3869 206","Tân Ngữ, Định Long, Yên Định, Thanh Hóa","","","","","","K39","T05","H14754.jpg",
"H14755","Khoa Lây nhiễm - Bệnh viện Đa khoa huyện Vĩnh Tường","0211 3839 150","Quốc lộ 2C, Vĩnh Tường, Vĩnh Tường, Vĩnh Phúc","","","","Điều trị bệnh sởi","","K36","T05","H14755.jpg",
"H14756","Khoa Chống nhiễm khuẩn - Bệnh viện Đa khoa tỉnh Vĩnh Long","0270 3823 520","301 Trần Phú, 4, Vĩnh Long, Vĩnh Long","","","","","","K17","T05","H14756.jpg",
"H14757","Khoa Phẫu thuật gây mê - Bệnh viện Kiến An","0225 3876 213","35 Trần Tất Văn, Phù Liễn, Kiến An, Hải Phòng","","","","","","K10","T05","H14757.jpg",
"H14758","Khoa Liên chuyên khoa - Bệnh viện Đa khoa Ngô Quyền","","21 Lê Lợi, Máy Tơ, Ngô Quyền, Hải Phòng","","","","","DC000018","K16","T05","",
"H14759","Khoa Răng Hàm Mặt - Bệnh viện Đa khoa Bắc Kạn","","Tổ 10, Nguyễn Thị Minh Khai, Bắc Kạn, Bắc Kạn","","","","","DC000019","K24","T05","",
"H14760","Đơn vị Cơ xương khớp - Đơn vị điều trị ban ngày - Bệnh viện Y Dược Thành phố Hồ Chí Minh - Cơ sở 3","","221B Hoàng Văn Thụ, 8, Phú Nhuận, Hồ Chí Minh","","","","","","K03","T05","",
"H14761","Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa huyện Chương Mỹ","0243866224","120 Hòa Sơn, Chúc Sơn, Chương Mỹ, Hà Nội","","","","","","K01","T05","",
"H14762","Khoa Tai Mũi Họng - Bệnh viện Đa khoa Bắc Kạn","","Tổ 10, Nguyễn Thị Minh Khai, Bắc Kạn, Bắc Kạn","","","","","DC000020","K26","T05","",
"H14763","Khoa Dược - Bệnh viện Đa khoa thành phố Pleiku","0269 3824 409","02 Trần Quốc Toản, Yên Đỗ, Pleiku, Gia Lai","","","Khoa Dược là khoa chuyên môn kỹ thuật chịu sự lãnh đạo trực tiếp của giám đốc bệnh viện và chịu trách nhiệm trước giám đốc về công tác dược của bệnh viện. Có các nhiệm vụ sau: Căn cứ kế hoạch bệnh viện, xây dựng kế hoạch hoạt động của khoa để trình giám đốc bệnh viện phê duyệt và tổ chức thực hiện; tổ chức thực hiện tốt nhiệm vụ của khoa, quy chế bệnh viện, quy chế quản lý và sử dụng thuốc, hoá chât và vật tư tiêu hao và việc thực hiện vệ sinh lao động; tổ chức thực tốt quy trình cấp thuốc cho bệnh nhân và các khoa, phòng, trạm y tế, thực hiện công tác truyền thông giáo dục sức khoẻ và các phản ứng có hại của thuốc cho người bệnh tại phòng cấp phát thuốc; thực hiện tốt các quy định về y đức; lập kế hoạch, cung cấp và bảo đảm số lượng, chất lượng thuốc thông thường và thuốc chuyên khoa đáp ứng nhu cầu khám, chữa bệnh của Bệnh viện, các đơn vị trực thuộc và trạm y tế; kiểm tra, theo dõi việc sử dụng thuốc an toàn hợp lý; tham mưu cho giám đốc việc thay thế thuốc cùng chủng loại; thực hiện thông tin, hướng dẫn kịp thời các loại thuốc, hoá chất, sinh phẩm và vật tư y tế mới. Thực hiện việc xuất, nhập, thống kê thanh quyết toán và theo dõi quản lý tiêu chuẩn, kinh phí sử dụng thuốc, hoá chất, vật tư y tế và sinh phẩm đảm bảo chính xác theo các quy định hiện hành. Đảm bảo chất lượng công tác cập nhật số liệu; tài liệu, sổ sách phải được lưu trữ theo quy định. Lập kế hoạch mua thuốc, hoá chất, vật tư tiêu hao hàng năm đúng thời gian quy định; phải sát với nhu cầu và định mức của Bệnh viện, trình cho cơ quan có thẩm quyền phê duyệt sau khi có y kiến tư vấn của hội đồng thuốc và điều trị của bệnh viện. Đồng thời, chủ động phối hợp với phòng Tài chính kế toán tham mưu cho giám đốc việc tổ chức đấu thầu, hợp đồng mua thuốc và tham gia quản lý kinh phí thuốc, thực hiện tiết kiệm, đạt hiệu quả cao trong phục vụ người bệnh. Hướng dẫn học viên đến thực tập tại khoa và các lớp học do giám đốc phân công. Làm nghiên cứu khoa học, sơ kết, tổng kết, rút kinh nghiệm công tác chuyên môn và quản lý. Tham gia công tác y học dự phòng, chăm sóc sức khỏe ban đầu và chỉ đạo tuyến dưới. Có trách nhiệm theo dõi, báo cáo về các phản ứng có hại của thuốc và thực hiện nghiêm túc việc thông báo dược thường xuyên trong bệnh viện, phòng khám đa khoa khu vực C, các trạm y tế.","","","K09","T05","",
"H14764","Khoa Tiết niệu - Bệnh viện Đa khoa Vạn Phúc","","45 Hồ Văn Cống , Tương Bình Hiệp, Thủ Dầu Một, Bình Dương","Thứ Năm: 07:00 - 11:30 , 13:30 - 16:30 , 07:00 - 11:30
Thứ Sáu: 13:30 - 16:30
Thứ Hai - Thứ Tư: 13:30 - 16:30 , 07:00 - 11:30","","","Phẫu thuật ung thư dạ dày, Cắt dạ dày bán phần hoặc toàn phần, Cắt dạ dày nạo hạch, Nối vị tràng, Mở dạ dày nuôi ăn, Phẫu thuật khâu lổ thủng cấp cứu, Phẫu thuật điều trị hẹp môn vị","","K31","T05","",
"H14765","Khoa Phục hồi chức năng - Bệnh viện Y học cổ truyền tỉnh Bình Thuận","0252 3821 491","Lô 2A, Võ Văn Kiệt, khu dân cư Hùng Vương, Phú Thủy, Phan Thiết, Bình Thuận","","","","","","K40, K38","T05","",
"H14766","Khoa Chấn thương chỉnh hình - Bệnh viện Đa khoa tỉnh Kiên Giang","0297 3863 328","46 Lê Lợi, Vĩnh Thanh Vân, Rạch Giá, Kiên Giang","","","","","","K02","T05","",
